   1115 Sabauda           -          -      -   -  -  -   -  -      -   -   -   -   -   X   Ch  -   -  -                     
   1117 Reginita          -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   1118 Hanskya           -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   1122 Neith             -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   1123 Shapleya          -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   1124 Stroobantia       -          X      7   M0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1126 Otero             -          -      -   -  -  -   -  -      -   -   -   A   s   -   -   Sw  a  -                     
   1127 Mimi              -          CX     2   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   1128 Astrid            -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   1129 Neujmina          -          S      2G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1130 Skuld             -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   1131 Porzia            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   1133 Lugduna           -          S      7   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1134 Kepler            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   1135 Colchis           -          -      -   -  -  -   -  -      -   -   -   Xk  s   -   -   -   -  -                     
   1137 Raissa            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   1139 Atami             -          S      4   -  -  -   -  -      -   -   -   S   s   Caa Cb  Sw  a  -                     
   1140 Crimea            -          S      2   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   1143 Odysseus          -          D      4G  -  -  D   2I -      -   -   -   -   -   -   -   D   b  -                     
   1144 Oda               -          D      7   -  -  -   -  -      -   TD  s   -   -   -   -   -   -  -                     
   1145 Robelmonte        -          -      -   -  -  -   -  -      -   TDS s   -   -   -   -   -   -  -                     
   1146 Biarmia           -          X      7   M0 7I M   2I -      -   -   -   -   -   X   X   -   -  -                     
   1147 Stavropolis       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   Sw  a  -                     
   1148 Rarahu            -          S      4G  -  -  -   -  -      -   -   -   K   s   -   -   K   a  -                     
   1149 Volga             -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
   1150 Achaia            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   1152 Pawona            -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   1154 Astronomia        -          FXU:   7   C0 7I -   -  -      -   -   -   -   -   X   X   -   -  -                     
   1155 Aenna             -          -      -   -  -  -   -  -      -   -   -   Xe  s   -   -   -   -  -                     
   1162 Larissa           -          P      7G  M0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1164 Kobolda           -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   1165 Imprinetta        -          -      -   -  -  -   -  -      -   CX  s   -   -   -   -   -   -  -                     
   1166 Sakuntala         -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   1167 Dubiago           -          D      7G  D0 7I D   2I -      -   -   -   -   -   -   -   -   -  -                     
   1170 Siva              -          S      7   S0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1171 Rusthawelia       -          P      7G  C0 7I C   2I -      -   -   -   -   -   X   X   -   -  -                     
   1172 Aneas             -          D      7G  D0 7I DP  2I -      -   -   -   -   -   -   -   -   -  -                     
   1173 Anchises          -          P      7G  C0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1176 Lucidor           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   1177 Gonnessia         -          XFU    7   C0 7I PC  2I -      -   -   -   -   -   C   X   -   -  -                     
   1178 Irmela            -          -      -   -  -  -   -  -      -   -   -   -   -   C   C   -   -  -                     
   1180 Rita              -          P      7G  -  -  -   -  -      -   -   -   -   -   X   Xe  -   -  -                     
   1181 Lilith            -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   1185 Nikko             -          S      7   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   1186 Turnera           -          S      2G  -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   1187 Afra              -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   1188 Gothlandia        -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   1189 Terentia          -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   1194 Aletta            -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   1196 Sheba             -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   1198 Atlantis          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   Sw  b  -                     
   1199 Geldonia          -          CGTP:  2G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1201 Strenua           -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   1204 Renzia            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   Sw  a  -                     
   1208 Troilus           -          FCU    7G  C0 7I -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1209 Pumma             -          -      -   -  -  -   -  -      -   -   -   -   -   T   T   -   -  -                     
   1210 Morosovia         -          MU:    1G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1212 Francette         -          P      7G  M0 7I P   2I -      -   -   -   X   s   -   -   -   -  -                     
   1213 Algeria           -          -      -   -  -  -   -  -      -   -   -   -   -   B   B   -   -  -                     
   1214 Richilde          -          -      -   -  -  -   -  -      -   -   -   Xk  s   -   -   -   -  -                     
   1215 Boyer             -          S      7G  -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   1216 Askania           -          S      2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   1219 Britta            -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   1222 Tina              -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   1223 Neckar            -          S      2G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
